Open,High,Low,Adj Close,Volume,class
581.75,583,573.375,514.798645,9459828,DOWN
575.5,577.525024,567.174988,507.203644,5083608,DOWN
572.474976,576.825012,562.825012,512.370911,6616026,UP
573.799988,594.75,571.275024,522.349243,17268416,UP
584.799988,584.799988,578.025024,517.070618,6579852,DOWN
580.375,585.400024,571.625,514.910034,8101456,DOWN
581.275024,582.700012,571.799988,512.88324,6689734,DOWN
577.5,580,569.025024,509.653656,6370416,DOWN
574.5,582.900024,574.5,515.244263,6093014,UP
581.174988,583,577.775024,518.251038,4220964,UP
588,595.924988,585.875,528.207092,7676970,UP
590.099976,598.5,587.575012,527.338501,8581052,DOWN
590,595.299988,584.549988,526.002136,4429710,DOWN
590,594.200012,586,526.759399,6101500,UP
591,591.200012,584.625,522.037476,17954826,DOWN
582,590.25,571.325012,510.834076,7526620,DOWN
574.299988,585,574.299988,518.763367,8553766,UP
585,587.75,581.099976,520.077454,7692994,UP
582.25,588.724976,577.650024,517.315491,6813168,DOWN
573.5,586.900024,571.174988,520.121948,12008084,UP
583.450012,583.450012,572,514.620544,8930722,DOWN
580,580.650024,575.049988,514.063782,3802088,DOWN
575.375,575.375,563.125,504.174408,12558322,DOWN
570.5,574.775024,560.650024,506.557556,8072702,UP
567.349976,571.775024,564.049988,508.027649,4077168,UP
572,572.275024,560,500.788849,4813302,DOWN
569.775024,575.650024,564.549988,511.190521,7763544,UP
571.5,573,561.049988,502.036255,5937742,DOWN
562.5,562.900024,553.275024,495.020142,7202882,DOWN
556,562.25,552.700012,495.977966,8926058,UP
559,565.75,558.25,500.811188,9025574,UP
564.724976,586.375,562.5,517.894653,17044366,UP
587,592.950012,575.125,521.836914,21227038,UP
551,570,551,504.798126,24745084,DOWN
563.5,563.700012,557.5,501.234253,10397940,DOWN
561.424988,567.375,556.924988,501.568451,10430380,UP
562,569.900024,561.549988,504.642181,8525542,UP
569.5,596.849976,568.474976,524.9552,24272692,UP
584,607.200012,577.625,529.075745,21830638,UP
592.5,598.200012,575.049988,514.286377,8526216,DOWN
576,585.5,572.599976,516.892395,11594178,UP
587,590.825012,580,524.06427,11302084,UP
590,595.799988,587.099976,527.962158,7663370,UP
590.849976,603.974976,590.325012,534.332336,5511678,UP
599.450012,600.799988,590.5,533.240845,10295042,DOWN
598.625,602.349976,588.049988,526.781738,5332230,DOWN
592.5,593,577.5,522.57196,6023368,DOWN
590.625,595,587.75,526.982117,4638960,UP
588.950012,588.950012,580.525024,519.208801,5718556,DOWN
583.75,588.450012,581.5,521.50293,3783504,UP
588,591.5,581.424988,520.30011,3182862,DOWN
586.150024,591.599976,583.025024,525.979858,3311706,UP
592.174988,595.75,585,529.788635,4432094,UP
594.049988,604,594.049988,532.127258,5611974,UP
593.625,599,592.25,530.078064,6205004,DOWN
598,598.724976,586.775024,526.9375,9519598,DOWN
591.5,593.275024,586.5,527.071289,7139660,UP
589.775024,594.200012,585,525.422974,8475320,DOWN
587.5,599,586.950012,531.815308,5636804,UP
597.5,603.825012,590.75,527.82843,9538442,DOWN
599,613.775024,599,543.909729,9740570,UP
615.049988,624.325012,610.400024,547.161682,8901438,UP
615.5,616.299988,603,540.969666,5739794,DOWN
607.025024,613.275024,603.099976,541.994141,3388934,UP
608.5,614.375,602.799988,539.766907,6323066,DOWN
605.849976,621,605.125,548.720642,19720340,UP
615.200012,623.125,608.599976,543.82074,4998356,DOWN
610.549988,621.5,606,552.106323,4270156,UP
621,621,608.5,543.842896,4710862,DOWN
612.599976,620.775024,610.025024,551.237549,4038184,UP
619,629,619,557.919434,6676226,UP
624,631,623.025024,561.305054,6459878,UP
632.775024,635,627.525024,562.351868,5171290,UP
632.875,635.625,625.224976,560.614624,7839820,DOWN
633.400024,642,633.400024,567.875671,5766928,UP
626.5,626.5,617.049988,556.605957,7598848,DOWN
618.5,645.75,617.5,575.261475,19957760,UP
642,645.625,631.174988,569.042908,8214846,DOWN
631.5,631.700012,619.025024,557.459167,7545700,DOWN
624.25,626.174988,619,558.155029,5371802,UP
622.974976,628.25,618,559.681702,5798790,UP
621.5,627.75,620.599976,560.265259,4343118,UP
628.575012,639.400024,627,571.310364,7731178,UP
634.5,641.950012,633.125,573.734802,4483504,UP
641.974976,646.724976,632.799988,570.210266,6952142,DOWN
638.150024,649,638.125,579.010437,10996818,UP
649.025024,657.5,641.625,586.912537,9966600,UP
657,670,657,599.259521,4830144,UP
665.950012,678.950012,665.875,607.812744,8127452,UP
676.025024,676.325012,669.424988,603.973999,5025722,DOWN
673.549988,673.625,634.049988,576.496155,17019902,DOWN
645.125,650.924988,634.5,576.608398,11215356,UP
648.5,651.5,639.525024,583.163452,6644998,UP
654.25,657.724976,647.150024,584.308411,5974488,UP
658.775024,671.049988,645.674988,592.861511,11899832,UP
663.049988,663.549988,642.224976,581.143005,13272240,DOWN
657.5,665.799988,649.174988,591.492126,19496158,UP
658.700012,692.200012,643.849976,598.428894,35344680,UP
664.849976,674.75,656.349976,596.206543,11161690,DOWN
669.900024,671.700012,657,593.804443,6919016,DOWN
661.5,665.950012,654.549988,591.177795,5118864,DOWN
663,683.575012,660.650024,605.27594,11705738,UP
676.075012,684,668.125,608.800476,7675702,UP
687.200012,691.200012,678,618.31897,6172246,UP
689.5,696.900024,682.724976,621.282349,6936922,UP
689.275024,695.200012,684.599976,616.567932,7362218,DOWN
686.599976,694.5,684.150024,616.657837,6493232,UP
685,686.5,674,606.578003,6409970,DOWN
674.275024,685,667.775024,612.908752,7943996,UP
681.900024,684.224976,675.5,607.947571,4675706,DOWN
679.799988,683.375,675.075012,607.767822,5940742,DOWN
683.099976,683.099976,678,612.459656,3970390,UP
683.025024,687.5,673.75,610.910767,6178930,DOWN
687,689.974976,680.325012,614.188354,7351528,UP
685.900024,686.25,676.650024,611.853699,3992358,DOWN
686.825012,694.724976,686.825012,619.576111,6409524,UP
692.900024,694.5,686.525024,622.045532,4779520,UP
695,704.924988,689.349976,632.506897,9979746,UP
706.974976,712.275024,702,632.304871,6151320,DOWN
707.474976,717.450012,705.625,641.845764,6626774,UP
715.450012,718.825012,711.5,642.205017,6390408,UP
694,703.974976,686.75,621.506775,16101876,DOWN
695,698,686.875,621.372009,8361482,DOWN
696.5,700.75,692.674988,627.410889,7717182,UP
698.25,700.950012,688.049988,618.835388,7053000,DOWN
691.5,709.974976,690.700012,635.492676,7012950,UP
708.599976,719.200012,705.75,639.668152,6496890,UP
716.799988,716.799988,702.575012,633.113037,5646496,DOWN
706.400024,710.775024,698.075012,635.851807,11507962,UP
712.549988,727.150024,710.549988,647.031494,10875864,UP
724.5,733.950012,715,643.955933,10976328,DOWN
722,748.5,716,661.937866,15370124,UP
741.950012,744.049988,725.400024,655.427551,8658978,DOWN
732.549988,735.5,724.099976,652.958191,5598659,DOWN
734.349976,735.150024,723.799988,658.031616,6510605,UP
737.75,747,729.400024,656.280579,5629871,DOWN
735.900024,744.75,732,659.378601,6963561,UP
744.400024,746.5,736.25,667.101257,4636617,UP
741.900024,745,729.049988,658.839844,7896514,DOWN
735,740,724.599976,651.880554,5427054,DOWN
730,730,717,645.729431,7729732,DOWN
727,727,713.200012,646.31311,4849498,UP
713.849976,717.400024,692,633.337463,14350769,DOWN
706.5,729.950012,706.5,644.966187,8637881,UP
718.25,736,717,652.105164,9602273,UP
731.200012,731.849976,712,644.607056,6599606,DOWN
722,730.799988,717.450012,650.847961,14592616,UP
721,734.549988,715.200012,655.562256,7490031,UP
737.5,754.900024,733,670.468567,8252398,UP
743.799988,751.950012,726.299988,654.170349,7792464,DOWN
728.5,729.75,702.5,635.043762,6173037,DOWN
713,731.5,709.299988,650.668213,8543578,UP
725.049988,728.700012,709.25,641.553894,7259306,DOWN
717.099976,722.400024,702.650024,644.517212,6777212,UP
719.900024,719.900024,695.400024,628.982422,8866251,DOWN
685,692.900024,663.299988,604.647461,10985897,DOWN
676.400024,684.049988,661.5,609.54126,8909221,UP
688.599976,705,681.5,627.500793,6222176,UP
710,713.900024,689.400024,624.312866,11588963,DOWN
710,721.799988,701.349976,633.382324,20360697,UP
687,687.700012,678,613.806702,10421001,DOWN
688.700012,695.049988,673.799988,610.574036,6672840,DOWN
675.950012,682,653.299988,590.504395,9041701,DOWN
663,666.5,647.150024,583.500244,7058164,DOWN
643,656.349976,636.25,588.901245,8270469,DOWN
645.299988,648.700012,629.900024,575.148926,5464141,DOWN
633.700012,650.549988,631.5,585.270264,7137446,UP
641.099976,663.799988,637.450012,598.750366,8793411,UP
663.900024,692.950012,663.049988,623.078064,11947995,UP
689.700012,689.700012,659.599976,605.195557,5860244,DOWN
665.950012,675.799988,660.099976,601.156006,6654067,DOWN
663.5,668.599976,657,604.559998,5799426,UP
667.900024,675,660.650024,604.968506,6975525,UP
673,677.5,672,613.183533,758956,UP
679,679,655.5,598.659607,9694143,DOWN
666,676.400024,662.299988,602.925964,7118080,UP
663.5,667.75,656.299988,604.287659,4137808,UP
665.700012,665.700012,640.5,592.940796,7323026,DOWN
654,666,646.700012,595.845642,5513390,UP
659.900024,662.5,644.200012,590.807617,8583785,DOWN
659,662,649.25,591.579285,6018930,UP
651.700012,656,640.099976,582.229431,5384830,DOWN
