Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,710.000000,710.150024,687.000000,689.900024,656.441101,360240
2018-01-10,690.900024,723.500000,679.049988,719.150024,684.272522,1190113
2018-01-11,724.950012,735.000000,714.400024,717.650024,682.845276,1015367
2018-01-12,714.000000,719.750000,696.750000,701.299988,667.288208,377909
2018-01-15,704.000000,711.549988,697.650024,700.849976,666.859985,232398
2018-01-16,707.000000,731.950012,694.849976,708.849976,674.471924,964464
2018-01-17,704.700012,715.700012,700.099976,706.049988,671.807800,759232
2018-01-18,706.849976,719.950012,685.650024,693.200012,659.581055,509696
2018-01-19,694.900024,734.250000,682.849976,728.049988,692.740784,2243894
2018-01-22,730.000000,770.299988,723.400024,765.750000,728.612488,2368114
2018-01-23,765.700012,791.750000,747.099976,783.750000,745.739441,1132377
2018-01-24,770.000000,871.200012,770.000000,861.900024,820.099426,3864468
2018-01-25,850.549988,928.750000,842.000000,914.099976,869.767700,4662431
2018-01-29,905.299988,912.500000,859.099976,866.349976,824.333557,2826891
2018-01-30,859.000000,882.000000,852.599976,858.750000,817.102234,1614009
2018-01-31,848.099976,868.000000,846.750000,856.150024,814.628296,1069232
2018-02-01,846.200012,862.700012,831.650024,835.099976,794.599121,734446
2018-02-02,835.000000,853.799988,751.599976,790.000000,751.686401,1573258
2018-02-05,788.000000,833.049988,764.349976,826.750000,786.654175,1065954
2018-02-06,787.000000,834.750000,775.000000,830.700012,790.412476,1086438
2018-02-07,821.000000,852.200012,821.000000,838.049988,797.406128,1250383
2018-02-08,837.000000,854.799988,821.849976,827.849976,787.700745,960541
2018-02-09,803.000000,835.950012,803.000000,829.950012,789.698975,515853
2018-02-12,840.950012,845.000000,826.549988,829.049988,788.842712,439173
2018-02-14,829.049988,852.700012,823.450012,830.450012,790.174622,1047388
2018-02-15,831.000000,847.000000,812.500000,825.599976,785.559937,824481
2018-02-16,834.000000,844.200012,815.250000,820.299988,780.516907,1264192
2018-02-19,826.000000,826.450012,748.849976,761.299988,724.378235,1203953
2018-02-20,761.000000,772.450012,735.099976,758.200012,721.428650,1382534
2018-02-21,768.000000,800.000000,760.000000,795.349976,756.776917,2022052
2018-02-22,802.000000,827.349976,798.000000,822.549988,782.657776,2918528
2018-02-23,832.799988,836.200012,813.099976,831.250000,790.935913,1198297
2018-02-26,835.349976,848.650024,821.000000,830.299988,790.031982,791733
2018-02-27,830.900024,846.400024,825.000000,832.799988,792.410645,914441
2018-02-28,830.049988,846.700012,823.000000,834.500000,794.028198,1181472
2018-03-01,835.900024,874.900024,833.799988,871.400024,829.138733,2025848
2018-03-05,871.799988,884.799988,862.299988,879.950012,837.274048,1785929
2018-03-06,880.000000,886.000000,856.000000,859.349976,817.673035,561544
2018-03-07,858.000000,888.500000,853.900024,878.700012,836.084595,1512502
2018-03-08,889.200012,889.200012,868.099976,879.049988,836.417664,752454
2018-03-09,878.000000,887.000000,872.000000,879.250000,836.607910,415572
2018-03-12,887.000000,915.000000,881.000000,910.599976,866.437500,1576384
2018-03-13,916.099976,926.900024,900.000000,903.549988,859.729431,1223149
2018-03-14,898.400024,945.000000,895.000000,932.450012,887.227844,1081767
2018-03-15,943.000000,1012.450012,930.549988,988.799988,940.844971,2872756
2018-03-16,970.000000,973.849976,923.250000,927.150024,882.184998,2032160
2018-03-19,932.000000,934.099976,875.750000,881.799988,839.034302,1899704
2018-03-20,869.650024,924.000000,860.500000,918.049988,873.526184,3583752
2018-03-21,923.950012,961.150024,922.650024,949.650024,903.593811,3004754
2018-03-22,945.500000,953.349976,925.349976,932.599976,887.370544,1814100
2018-03-23,904.000000,923.500000,885.500000,893.799988,850.452271,1934431
2018-03-26,889.950012,910.500000,862.200012,901.500000,857.778931,2445494
2018-03-27,908.900024,918.900024,880.450012,887.900024,844.838501,1343822
2018-03-28,888.000000,891.950012,862.200012,865.000000,823.049133,2230197
2018-04-02,820.000000,892.500000,820.000000,881.400024,838.653687,2246495
2018-04-03,880.849976,892.349976,872.000000,883.250000,840.413940,946913
2018-04-04,890.000000,895.700012,862.000000,866.299988,824.286011,1225145
2018-04-05,883.000000,887.450012,870.150024,879.849976,837.178772,735585
2018-04-06,881.900024,912.000000,871.549988,903.500000,859.681824,2186278
2018-04-09,908.000000,908.000000,881.099976,883.450012,840.604248,691258
2018-04-10,883.950012,896.400024,875.500000,885.849976,842.887878,881954
2018-04-11,888.099976,903.900024,882.299988,891.000000,847.788147,1568638
2018-04-12,896.000000,926.500000,893.599976,916.250000,871.813538,2463298
2018-04-13,925.000000,927.000000,904.000000,915.200012,870.814453,1572907
2018-04-16,902.099976,921.700012,898.250000,910.650024,866.485107,769712
2018-04-17,913.950012,937.000000,910.849976,935.099976,889.749268,2007449
2018-04-18,940.000000,947.700012,924.700012,928.200012,883.183960,1198909
2018-04-19,936.000000,944.500000,932.150024,936.099976,890.700867,786655
2018-04-20,939.000000,998.900024,936.500000,993.150024,944.984070,3223034
2018-04-23,993.150024,1088.550049,990.599976,1035.699951,985.470459,5462499
2018-04-24,1043.449951,1044.199951,990.000000,996.200012,947.885986,2830754
2018-04-25,990.000000,1102.000000,988.000000,1087.500000,1034.758301,7003708
2018-04-26,1078.000000,1174.000000,1058.300049,1149.900024,1094.131958,9191392
2018-04-27,1168.900024,1168.900024,1107.000000,1133.050049,1078.099121,3245847
2018-04-30,1136.849976,1192.000000,1120.699951,1162.099976,1105.740356,2289718
2018-05-02,1159.900024,1162.150024,1088.250000,1098.800049,1045.510376,2496150
2018-05-03,1107.349976,1134.800049,1040.099976,1060.099976,1008.686951,3535546
2018-05-04,1044.250000,1076.699951,985.799988,1028.199951,978.334045,10436372
2018-05-07,1036.199951,1060.000000,981.299988,1028.099976,978.238953,3747349
2018-05-08,1037.400024,1066.000000,1025.099976,1059.900024,1008.496704,2668908
2018-05-09,1064.949951,1079.000000,1050.949951,1059.150024,1007.783081,2203556
2018-05-10,1064.699951,1073.699951,1032.250000,1037.199951,986.897705,1571299
2018-05-11,1045.000000,1063.800049,1034.500000,1059.000000,1007.640320,1630451
2018-05-14,1060.199951,1075.400024,1042.000000,1069.550049,1017.678772,1365710
2018-05-15,1070.000000,1093.500000,1048.449951,1056.349976,1005.119019,1744667
2018-05-16,1059.800049,1092.000000,1055.000000,1076.849976,1024.624756,1679652
2018-05-17,1075.000000,1089.400024,1052.150024,1056.800049,1005.547058,979975
2018-05-18,1063.400024,1064.500000,1023.000000,1035.349976,985.137329,628275
2018-05-21,1045.000000,1064.849976,1042.599976,1048.900024,998.030273,961155
2018-05-22,1049.000000,1058.900024,1024.199951,1048.900024,998.030273,782406
2018-05-23,1054.150024,1088.900024,1048.199951,1073.750000,1021.675110,1642843
2018-05-24,1085.000000,1106.900024,1075.000000,1089.199951,1036.375732,1330986
2018-05-25,1094.650024,1139.250000,1090.300049,1122.800049,1068.346069,2317560
2018-05-28,1113.550049,1123.949951,1061.199951,1068.250000,1016.441772,1000652
2018-05-29,1068.250000,1110.000000,1053.900024,1091.050049,1038.135986,1609519
2018-05-30,1092.900024,1110.000000,1084.300049,1088.250000,1035.471802,981061
2018-05-31,1090.000000,1125.300049,1090.000000,1117.099976,1062.922607,2541007
2018-06-01,1121.550049,1125.000000,1090.550049,1107.199951,1053.502686,1026187
2018-06-04,1115.000000,1115.550049,1081.750000,1085.650024,1032.998047,702005
2018-06-05,1089.849976,1097.500000,1004.099976,1019.450012,970.008484,2013372
2018-06-06,1019.650024,1062.900024,972.000000,1050.400024,999.457581,3511450
2018-06-07,1060.050049,1075.000000,1055.349976,1068.699951,1016.869812,1239949
2018-06-08,1060.050049,1094.000000,1057.000000,1072.650024,1020.628418,1133366
2018-06-11,1070.000000,1094.449951,1065.099976,1084.750000,1032.141602,865897
2018-06-12,1088.650024,1130.650024,1087.000000,1125.500000,1070.915161,2260733
2018-06-13,1134.900024,1147.699951,1114.800049,1121.000000,1066.633301,1133667
2018-06-14,1128.000000,1135.000000,1101.050049,1128.050049,1073.341553,1153363
2018-06-15,1130.900024,1145.000000,1123.699951,1133.050049,1078.099121,836077
2018-06-18,1135.099976,1144.849976,1106.400024,1111.699951,1057.784424,718705
2018-06-19,1112.000000,1117.250000,1090.400024,1104.099976,1050.553101,786260
2018-06-20,1105.000000,1139.000000,1104.099976,1133.050049,1078.099121,1000527
2018-06-21,1143.000000,1156.000000,1114.000000,1118.300049,1064.064453,1549572
2018-06-22,1115.000000,1120.849976,1095.400024,1101.250000,1047.841431,833479
2018-06-25,1104.099976,1118.949951,1074.300049,1095.900024,1042.750854,976666
2018-06-26,1081.500000,1115.000000,1075.400024,1109.699951,1055.881592,1001544
2018-06-27,1111.949951,1119.900024,1080.349976,1089.099976,1036.280396,938592
2018-06-28,1092.000000,1092.199951,1051.650024,1060.699951,1009.257874,1183589
2018-06-29,1069.000000,1107.400024,1067.099976,1097.900024,1044.653931,967554
2018-07-02,1109.949951,1113.449951,1089.750000,1104.699951,1051.124023,844730
2018-07-03,1096.000000,1116.300049,1090.000000,1112.250000,1058.307861,601293
2018-07-04,1118.000000,1123.949951,1101.550049,1111.449951,1057.546631,788801
2018-07-05,1113.400024,1118.449951,1084.000000,1094.000000,1040.942871,604964
2018-07-06,1097.000000,1097.150024,1068.199951,1072.199951,1020.200317,677273
2018-07-09,1081.849976,1110.900024,1073.750000,1101.849976,1048.412354,790399
2018-07-10,1110.000000,1129.800049,1104.099976,1119.000000,1064.730591,951925
2018-07-11,1120.000000,1146.750000,1109.150024,1128.199951,1073.484131,1136478
2018-07-12,1130.050049,1142.949951,1115.750000,1136.849976,1081.714722,694852
2018-07-13,1130.099976,1167.849976,1123.000000,1137.050049,1081.905151,1365553
2018-07-16,1124.000000,1149.900024,1123.449951,1134.550049,1079.526367,551434
2018-07-17,1131.349976,1141.000000,1022.000000,1114.750000,1060.686401,691381
2018-07-18,1124.800049,1142.250000,1085.650024,1120.000000,1065.682007,2904178
2018-07-19,1121.000000,1134.900024,1074.150024,1102.900024,1049.411499,1732226
2018-07-20,1095.000000,1132.000000,1093.000000,1112.750000,1058.783691,1170635
2018-07-23,1116.849976,1135.500000,1098.650024,1127.800049,1073.103760,848909
2018-07-24,1128.000000,1232.000000,1128.000000,1218.849976,1159.737915,2932198
2018-07-25,1220.050049,1248.949951,1193.900024,1229.699951,1170.061768,2414170
2018-07-26,1230.000000,1285.800049,1212.050049,1261.599976,1200.414429,2234943
2018-07-27,1262.050049,1268.449951,1236.000000,1250.099976,1189.472412,786492
2018-07-30,1248.900024,1257.849976,1217.949951,1227.199951,1167.682983,549547
2018-07-31,1226.800049,1257.650024,1207.800049,1226.900024,1167.397705,1043356
2018-08-01,1225.099976,1259.900024,1225.099976,1248.900024,1188.330811,1122058
2018-08-02,1250.000000,1258.000000,1235.000000,1242.699951,1182.431396,611607
2018-08-03,1250.000000,1298.500000,1248.300049,1293.599976,1230.862915,1883262
2018-08-06,1305.000000,1324.900024,1292.000000,1304.150024,1240.901001,1263264
2018-08-07,1310.000000,1310.849976,1256.000000,1268.500000,1206.980103,914513
2018-08-08,1273.900024,1308.650024,1273.099976,1291.750000,1229.102295,1016330
2018-08-09,1298.250000,1308.449951,1261.400024,1264.500000,1203.173950,736816
2018-08-10,1270.849976,1299.900024,1266.599976,1273.699951,1211.927734,777722
2018-08-13,1267.000000,1294.800049,1266.000000,1289.650024,1227.104248,702536
2018-08-14,1297.000000,1345.000000,1292.800049,1337.349976,1272.490723,1598529
2018-08-16,1339.000000,1347.949951,1303.150024,1312.250000,1248.608154,857219
2018-08-17,1316.000000,1337.900024,1301.650024,1331.250000,1266.686768,660328
2018-08-20,1325.099976,1329.900024,1309.550049,1315.750000,1251.938354,386878
2018-08-21,1315.900024,1384.800049,1315.900024,1376.000000,1309.266357,1638464
2018-08-23,1385.000000,1393.949951,1351.000000,1358.150024,1292.282227,1317251
2018-08-24,1362.000000,1368.000000,1330.050049,1339.099976,1274.156128,947956
2018-08-27,1345.000000,1353.000000,1324.099976,1342.849976,1277.724121,665900
2018-08-28,1349.599976,1359.650024,1335.300049,1341.800049,1276.725220,729863
2018-08-29,1346.500000,1348.400024,1322.650024,1328.949951,1264.498291,619358
2018-08-30,1336.000000,1362.650024,1327.050049,1355.550049,1289.808228,610923
2018-08-31,1362.250000,1410.500000,1358.199951,1406.699951,1338.477539,1182156
2018-09-03,1415.000000,1425.199951,1376.550049,1381.349976,1314.357056,842077
2018-09-04,1387.800049,1410.000000,1344.900024,1364.400024,1298.229126,816214
2018-09-05,1369.000000,1377.800049,1319.000000,1346.900024,1281.577881,863089
2018-09-06,1339.000000,1362.349976,1329.050049,1356.199951,1290.426636,866288
2018-09-07,1363.000000,1376.599976,1343.599976,1371.449951,1304.937256,563605
2018-09-10,1376.800049,1410.900024,1361.750000,1402.699951,1334.671509,1111068
2018-09-11,1407.150024,1408.000000,1305.599976,1319.699951,1255.696899,823671
2018-09-12,1299.000000,1332.000000,1282.000000,1321.349976,1271.721558,1321749
2018-09-14,1330.000000,1338.849976,1298.250000,1334.099976,1283.992676,728650
2018-09-17,1331.099976,1373.000000,1326.150024,1345.949951,1295.397339,857083
2018-09-18,1342.000000,1350.500000,1300.900024,1307.099976,1258.006836,515069
2018-09-19,1320.750000,1329.250000,1253.599976,1273.400024,1225.572632,869019
2018-09-21,1278.900024,1289.500000,1147.000000,1213.750000,1168.162964,1240232
2018-09-24,1216.849976,1253.099976,1170.000000,1228.550049,1182.407104,1058453
2018-09-25,1226.699951,1234.800049,1166.849976,1213.849976,1168.259033,740046
2018-09-26,1207.400024,1227.099976,1133.550049,1167.599976,1123.746216,1214921
2018-09-27,1166.199951,1167.949951,1112.599976,1119.300049,1077.260376,1264509
2018-09-28,1128.000000,1132.900024,1067.000000,1097.099976,1055.894165,1247435
2018-10-01,1077.099976,1175.449951,1072.349976,1167.150024,1123.313232,1083465
2018-10-03,1167.000000,1235.000000,1167.000000,1206.599976,1161.281372,1507126
2018-10-04,1188.000000,1211.400024,1155.599976,1197.800049,1152.812134,1108482
2018-10-05,1170.050049,1190.050049,1145.550049,1162.750000,1119.078613,826114
2018-10-08,1135.500000,1169.849976,1096.000000,1125.400024,1083.131104,1040192
2018-10-09,1116.000000,1136.199951,1062.949951,1117.050049,1075.094727,876697
2018-10-10,1124.949951,1204.000000,1120.050049,1193.449951,1148.625366,1049441
2018-10-11,1105.099976,1152.000000,1037.250000,1056.199951,1016.530212,1827637
2018-10-12,1076.750000,1084.000000,1040.050049,1044.949951,1005.702759,1968845
2018-10-15,1075.000000,1103.300049,1050.000000,1095.199951,1054.065308,1189867
2018-10-16,1099.500000,1148.500000,1084.250000,1139.349976,1096.557495,1052219
2018-10-17,1158.000000,1218.400024,1122.099976,1191.550049,1146.796875,4971693
2018-10-19,1200.000000,1265.000000,1172.000000,1238.250000,1191.742554,3379188
2018-10-22,1254.000000,1258.000000,1222.500000,1245.300049,1198.527832,1085997
2018-10-23,1206.599976,1247.849976,1206.599976,1224.599976,1178.605347,779808
2018-10-24,1239.000000,1246.949951,1192.050049,1224.000000,1178.027954,1198928
2018-10-25,1225.000000,1229.500000,1170.500000,1181.400024,1137.027954,891375
2018-10-26,1171.000000,1217.699951,1171.000000,1192.000000,1147.229736,919504
2018-10-29,1191.000000,1283.500000,1181.000000,1252.650024,1205.602051,1337326
2018-10-30,1248.000000,1255.500000,1199.400024,1209.949951,1164.505615,1108952
2018-10-31,1219.000000,1241.000000,1210.400024,1227.550049,1181.444580,814583
2018-11-01,1230.000000,1239.000000,1190.199951,1196.900024,1151.945801,775021
2018-11-02,1197.500000,1212.800049,1178.150024,1188.150024,1143.524536,751314
2018-11-05,1181.000000,1228.400024,1172.050049,1198.699951,1153.678101,1210847
2018-11-06,1195.349976,1212.000000,1163.000000,1167.099976,1123.265015,600239
2018-11-07,1183.800049,1183.800049,1165.300049,1170.400024,1126.441040,69445
2018-11-09,1165.000000,1178.000000,1147.150024,1170.599976,1126.633423,442475
2018-11-12,1176.949951,1204.500000,1165.000000,1192.250000,1147.470703,694077
2018-11-13,1189.500000,1210.000000,1162.599976,1174.900024,1130.772339,831109
2018-11-14,1176.000000,1179.449951,1130.099976,1148.050049,1104.930664,889621
2018-11-15,1141.500000,1168.099976,1133.099976,1146.800049,1103.727539,573823
2018-11-16,1147.300049,1160.000000,1123.900024,1128.250000,1085.874268,585409
2018-11-19,1134.800049,1145.000000,1120.000000,1133.000000,1090.445923,410476
2018-11-20,1122.599976,1134.000000,1103.750000,1108.650024,1067.010376,556123
2018-11-21,1110.000000,1115.500000,1076.599976,1085.750000,1044.970581,682343
2018-11-22,1077.000000,1106.000000,1052.150024,1056.199951,1016.530212,843874
2018-11-26,1051.349976,1088.000000,1031.199951,1077.699951,1037.222778,1011380
2018-11-27,1081.000000,1104.000000,1080.500000,1096.150024,1054.979858,1083310
2018-11-28,1098.800049,1133.000000,1092.000000,1096.750000,1055.557373,876502
2018-11-29,1103.000000,1104.500000,1073.000000,1086.050049,1045.259277,756762
2018-11-30,1081.000000,1110.000000,1081.000000,1089.800049,1048.868530,779217
2018-12-03,1110.000000,1110.900024,1080.000000,1103.349976,1061.909424,628698
2018-12-04,1105.000000,1128.300049,1104.000000,1115.900024,1073.988281,1114799
2018-12-05,1115.000000,1127.250000,1104.000000,1112.599976,1070.812012,671987
2018-12-06,1109.000000,1120.000000,1073.849976,1080.099976,1039.532715,628083
2018-12-07,1093.000000,1102.199951,1054.150024,1089.599976,1048.675659,846083
2018-12-10,1075.000000,1081.000000,1045.000000,1056.050049,1016.385925,452954
2018-12-11,1048.000000,1119.800049,1030.599976,1107.699951,1066.095825,1268467
2018-12-12,1108.000000,1124.300049,1095.000000,1111.000000,1069.272095,544392
2018-12-13,1128.000000,1128.900024,1107.000000,1122.349976,1080.195801,443217
2018-12-14,1110.000000,1144.050049,1102.150024,1139.150024,1096.364624,746098
2018-12-17,1146.000000,1163.800049,1126.800049,1157.949951,1114.458618,1345723
2018-12-18,1150.150024,1153.599976,1122.300049,1127.150024,1084.815674,735027
2018-12-19,1128.000000,1149.949951,1110.849976,1133.349976,1090.782593,835616
2018-12-20,1130.000000,1151.000000,1121.000000,1127.500000,1085.152466,621459
2018-12-21,1130.000000,1133.000000,1105.199951,1112.849976,1071.052490,545264
2018-12-24,1105.000000,1124.050049,1105.000000,1117.400024,1075.431763,383706
2018-12-26,1115.000000,1128.000000,1102.000000,1119.849976,1077.789673,581617
2018-12-27,1130.000000,1157.800049,1123.000000,1149.800049,1106.614868,1125296
2018-12-28,1156.949951,1166.000000,1145.199951,1154.349976,1110.994141,535930
2018-12-31,1156.349976,1163.000000,1143.500000,1149.300049,1106.133545,313126
2019-01-01,1145.000000,1159.699951,1136.849976,1151.500000,1108.250977,332711
2019-01-02,1147.900024,1177.699951,1141.000000,1153.300049,1109.983521,931011
2019-01-03,1153.000000,1162.949951,1127.449951,1132.650024,1090.109009,435893
2019-01-04,1124.000000,1141.750000,1109.300049,1122.699951,1080.532593,723008
2019-01-07,1125.900024,1148.000000,1124.949951,1141.400024,1098.530273,399650
2019-01-08,1141.949951,1146.699951,1122.099976,1125.199951,1082.938843,303465
2019-01-09,1138.000000,1171.800049,1135.000000,1162.250000,1118.597290,1544142
2019-01-10,1163.300049,1168.400024,1148.300049,1151.949951,1108.684326,447760
2019-01-11,1156.550049,1165.000000,1135.000000,1162.050049,1118.404785,536949
2019-01-14,1168.000000,1191.949951,1147.199951,1187.699951,1143.091064,935373
2019-01-15,1190.000000,1203.349976,1180.150024,1186.099976,1141.551392,1041890
2019-01-16,1181.199951,1223.000000,1180.000000,1209.599976,1164.168701,1260881
2019-01-17,1221.000000,1229.800049,1205.000000,1222.150024,1176.247559,963321
2019-01-18,1221.449951,1237.000000,1202.099976,1224.750000,1178.749756,1480479
2019-01-21,1227.099976,1298.800049,1215.500000,1269.099976,1221.433838,2467109
2019-01-22,1262.500000,1303.500000,1261.750000,1295.349976,1246.698242,1872508
2019-01-23,1299.900024,1306.000000,1269.300049,1274.949951,1227.064331,737956
2019-01-24,1280.000000,1309.500000,1268.199951,1300.699951,1251.847168,1103506
2019-01-25,1302.099976,1323.000000,1288.349976,1294.699951,1246.072632,1201212
2019-01-28,1299.000000,1313.849976,1284.199951,1291.000000,1242.511597,670736
2019-01-29,1299.050049,1314.400024,1287.000000,1305.199951,1256.178223,845242
2019-01-30,1312.849976,1315.949951,1274.449951,1286.099976,1237.795532,625321
2019-01-31,1291.800049,1315.550049,1282.000000,1310.750000,1261.519775,542130
2019-02-01,1310.099976,1339.900024,1298.400024,1319.449951,1269.892944,972719
2019-02-04,1323.099976,1327.000000,1304.900024,1309.849976,1260.653442,353635
2019-02-05,1304.150024,1332.650024,1304.000000,1322.599976,1272.924561,472603
2019-02-06,1324.949951,1334.199951,1287.650024,1296.650024,1247.949463,560390
2019-02-07,1284.000000,1324.900024,1284.000000,1314.449951,1265.080811,546423
2019-02-08,1303.000000,1332.750000,1300.000000,1309.150024,1259.979980,620476
2019-02-11,1310.000000,1332.650024,1303.250000,1324.650024,1274.897705,388924
2019-02-12,1332.000000,1334.000000,1287.050049,1295.900024,1247.227417,427669
2019-02-14,1309.000000,1314.000000,1290.199951,1305.349976,1256.322510,332710
2019-02-15,1306.000000,1309.000000,1258.000000,1264.000000,1216.525757,624189
2019-02-18,1266.000000,1296.000000,1254.000000,1283.300049,1235.100830,905689
2019-02-19,1277.000000,1291.000000,1271.949951,1277.599976,1229.614868,454603
2019-02-20,1280.000000,1295.949951,1266.250000,1291.750000,1243.233276,575594
2019-02-21,1285.000000,1328.250000,1285.000000,1293.599976,1245.013916,893710
2019-02-22,1295.000000,1306.400024,1276.900024,1284.300049,1236.063232,739382
2019-02-25,1289.900024,1318.949951,1288.000000,1316.150024,1266.717041,580939
2019-02-26,1306.000000,1328.500000,1288.599976,1316.550049,1267.101929,760595
2019-02-27,1318.000000,1340.849976,1314.000000,1320.199951,1270.614868,822057
2019-02-28,1318.900024,1331.400024,1313.650024,1320.699951,1271.095947,370015
2019-03-01,1322.300049,1333.599976,1307.800049,1323.400024,1273.694580,583935
2019-03-05,1323.500000,1330.150024,1308.099976,1313.599976,1264.262451,409446
2019-03-06,1324.400024,1325.900024,1307.699951,1316.699951,1267.246216,539597
2019-03-07,1324.400024,1350.000000,1317.099976,1323.400024,1273.694580,1136243
